,Alas,Indo,Domain
5219,ndak kepe tuhu nietmu die khut akhu mekhumah tangge,,Story/narrative
5220,cakhe kite mencapai suatu keputusen e nemu kane khut usahe sokhte kekompak en,,Instructions
5221,"si kusesali bhagas nggeluh de, meluah waktu lewat begedhi pelin malot megune",,Story/narrative
5222,ketike aku mendapet khajeki si Ndak ni duge-duge si mampu Mahan bahagie,,Story/narrative
5223,cakhe ku meningkatken suah kerjasama ee kakhene keejasama ee penting bagas sebuahh tim,,Story/narrative
5224,"malet kae pe indah,pepelin mesui ate ku,malet ku gup",,Story/narrative
5225,Ken nhggi kakhenne Kao jeme si ku cintai cinte suci Kao khianati,,Story/narrative
5226,"sebab nisaat Kalak lain malet mampu ngedukung aku untuk ngelakuken sesuatu,keluakhge ku si paling muke untuk dukung aku",,Story/narrative
5227,Saidina umar pule wafat lah,,History
5228,malet Selingkuh satu sama lain mebahan  demi keluarge malet bahani bahanen si nilarang agame,,Story/narrative
5229,khoh bekantokh polisi makani kae ni sukhune,,Culture/Tourism
5230,wakhi sempukhne bagi ku wakhi pas ngumpul khut keluakhge ku,,Story/narrative
5231,pepagi kite buet medem re mangan bosih Ken kandang ne,,Instructions
5232,Sekalien umat Enggo bersame nimai perintah rasul utame dauh khut dohor kumpul ade nye mengucap ken takbir gemuruh suarem.,,History
5233,Ketambe ni Aceh tenggara khut gajah mati,,Culture/Tourism
5234,siapa Ken dikhi untuk bahanen tesebut mejile i pabliksepiking ngk Edi taftar Ken gt,,Instructions
5235,menurut q Ende sistem pemerintahan si sendah Ende si mange tepat karene khoh khayakne korupsi,,Story/narrative
5236,Pitu serancung ni pangan pedang metimbun me bangke ni tengah padang buwe me mate kapir yahudi petep bercere tulan khut sendi,,History
5237,biakh iye ataupe bue utangne skripsi malot ge siap,,Story/narrative
5238,aku nangat bahagie khut bahagieken kedue khang tue ku membantu Kalak si kesusahen,,Story/narrative
5239,"kakhe de cikhem ee Bagas Islam pe ibadah,jadi mejile depet cikhem khut sesame kite,Bali gelakh ne bage silahturahmi",,Story/narrative
5240,gue ne bage khumah istana ee gt ku bahan Bagas hayalen ku,,Story/narrative
5241,kekhukhangen ne hangat cemak  bau khut lecah,,Story/narrative
5242,"Tentune kuundang Presiden Arab Saudi, kakhene sikel kukateken bhane tambahi ne kuota haji indonesia akhi",,Story/narrative
5243,buet pagi si sekolah laus sekolah si mebahan laus mebahan,,Culture/Tourism
5244,Gendang me sakhe me derang-derang jam waluh pagi pecah me perang ali akbar mude bang sawan made lot gentar meng hadep lawan,,History
5245,pagi itu aku masih bisa makan sendiri dan orang yang tidak bisa ikut serta di nu si metelukh di t,,Story/narrative
5246,selisih paham khut malet pot khukang lebih,,Instructions
5247,"menyiapken sen, menentuken transportasi untuk pekhjalanen menuju kota tekhsebut, pul edi berkemas bakhang",,Instructions
5248,obat tradisional atau pekhawaten ni daekhah ku adalah bulng gadung kikili,,Culture/Tourism
5249,karene satu suku egrut suku lain ne malet su akur ne,,Story/narrative
5250,menukhut ku iye tokoh si gagah ne khut me tanggung jawab,,Instructions
5251,iye Olin Rafa Nadal di dek kapal si ksu di panek aku tak e e da dek Arya feat kak Seto,,Story/narrative
5252,"sekolah dakhi sd, soh me kuliah",,Story/narrative
5253,sipaken bakhang untuk siap-siap laus baju salinen,,
5254,babe me bengkel honda,,Culture/Tourism
5255,Soh enggo ni watas ie menanti tebe beliau hambe hajati rasul menjawab dengen sabar ne tebe utusen khaibar ngedu delar ne.,,History
5256,malet kutoh cekhite sejakhah ne,,Story/narrative
5257,vegas medoe me usahe kite ee yakin kite Edi Hamin mlet bue,,Instructions
5258,tarien Belo mesusun ge kane khut Mahan ate tekhibur kane,,Culture/Tourism
5259,pendapat ku tentang situasi sendah ni negakhe nde negakhe nde sungguh hangat sehingge mebue kalak ngeluh dah ni negakhe nde mlt buke kalak kas me bahan sehingge mebue kalak ngeluh gegekhe bahanen,,Story/narrative
5260,kas wisata kami ni ketambe adi kas kami lajang khut sante,,History
5261,khancane ku untuk liburen adalah untuk menenangken pikekhen ku kase ulang bue pikekhen ku ni khumah,,Story/narrative
5262,tuso suci akhi hadat kase sah ibada te,,Culture/Tourism
5263,sebab Kao si ku sakhati negate Ken se bueno sangsi gedi me,,Story/narrative
5264,wao v tukang haha ganti u sebab gan pinang Ade aji Edi terjakhdi,,Story/narrative
5265,senang ni atene ataupe lot kapne si lucu edi mahan iye tawe,,Story/narrative
5266,cakhe mahan kite bahagie khut cakhe jadilah dikhi sendikhi tampa ne bahan bahan atau pe ne pakse pakse ken,,Instructions
5267,te tang cinta tentang sen tentang seklh,,Story/narrative
5268,aku waktu itu belum kalian pacraan yang tidak nemi au daleyen pegaye yang tidak,,Story/narrative
5269,khe mangan masihi iye setiap waktu makan,,Instructions
5270,Tuan berperang kae awal mulene ni harap terang Ken kae kae sebab ne supaya patik Nemu mengorti ulang lah dekat kite berhenti,,History
5271,go pasti ate ku kecewe sejujujh ne aku dak kuase de cinte mu,,Story/narrative
5272,kau dayeke yang akan datang dari mana aja  hari ini aku kirim bidadari yang,,Story/narrative
5273,"kene pukuli,kena maki,kene teriaki,ge yang dak ku pot ge e",,Story/narrative
5274,kune cakhe mu bantu kalak kane ndak mahan ye bales se,,Instructions
5275,kite harus garamibe kas ne si tepat kane mu mencape target,,Instructions
5276,Ali pe bergeral sambil melangkah alam dujie khase ne khebaj kude zulzabarut baginde hampiri dulzabarut segere merendah diri.,,History
5277,bekhu Kalak ulng kenin hago nak mengas Kate laki ne nahan bamu,,Story/narrative
5278,tenem bagas ate te de kalak kritik te mende,,Story/narrative
5279,"hal si malot mu njadhi bhahan tawanen te menukhut ku, agame khut hakhge dhikhi sebab agame khut hakhge dhikhi hal si hakhus kite jage mende",,Story/narrative
5280,"mebue nggo si kubahani wakhi nde contehne bage nesah, masuh pikhing khut mbuetule si lainne",,Story/narrative
5281,si menarik minat ku kakhe aku get ate ku sebuah tantangen ni bagas geluh ku,,Story/narrative
5282,pemales gati sumelelo sampek lupe waktu kakhene malet te biase,,Story/narrative
5283,menukhut mu kae kae plin si aneh pade dikhi mu sendikhi cube sebut ken,,Story/narrative
5284,ikan mas mantap kidah nemu gorengpe nemu panganpe,,Story/narrative
5285,Kane biyakh iye selingkuh khamah ne e Edi Mahan ne Pido ne,,Story/narrative
5286,poin ne pelin tingkat ken ulang gat 10 amin buah soal poin ne payah ne ngetik,,Story/narrative
5287,niatken ni bagas ate bahwasene suatu pekerjaan edi mudah ni bahani de kite ikhlas,,Culture/Tourism
5288,maletvoaham su aku kakak jadi digan digan aku jawab nu kakk,,History
5289,sipaken pekhsiapen bahan naskah ato hapalen untuk ni cekhok ken ni depan,,Instructions
5290,pekerja kekhas / mebahan untuk mendapat Ken dan mencukupi kebutuhen kite,,Story/narrative
5291,cekhiteken tentang bahase dan komunikasi bagas budaye kindin si bage kate ato frasa unik,,Culture/Tourism
5292,hp ku mejile malet kungin pecah pokokne khut kedua,,Story/narrative
5293,"hal aneh ni dhikhiku malot kae pe, sebab selame nde malot kae pe sikukhaseken si aneh",,Story/narrative
5294,menukhutku untuk nemu mahan dikhi kite kane gati dan hobi bantu kalak lain hal utame kite lakuken adalah biaseken untuk membantu kalak mulai dakhi hal paling kecil,,Story/narrative
5295,pekhubaten biase ne ni mulai kakhene let masalah si salah paham antakhe kedue belah pihak,,Instructions
5296,sebab memilih adalah hal si ni akhus ken bagas geluh nde,,Story/narrative
5297,"mendisplin, khajinn, taat pekhatukhen, patuh khut bos",,Story/narrative
5298,Izin dan maaf bunde memberi Laus meperang menyerang negeri Kandu lepas ken aku ibunde Restu due du ni iringken pule,,History
5299,menukhut ku kebahgien mange tentu mu ni tukhoh pakek sen kakhe malet gat kekhine kebahagie mu tukokh pakek sen,,Story/narrative
5300,kae guru let guru si kenin pavorit ke kae sebab ne,,Story/narrative
5301,sangat lah kaye subha nallah,,History
5302,Ni padang hanain ple ade nye dengen beliau pade mase de khaje badar tule tambahen soh me bandu kabar aku sampe ken.,,History
5303,"jeme si malet metoh benakh,malet pot mecekhok khakhih",,Story/narrative
5304,"kiamat emang lot tapi sebelum kiamat sembahyang, masihi kalak",,Story/narrative
5305,si tuso kite pelajari dan ni jage soh penerus pagi,,Instructions
5306,sifat si terburuk ni bages jeme Edi sifat iri khut sombong,,Story/narrative
5307,seperti baju batik indah Taboh ato se mantap watne ne,,Story/narrative
5308,Aceh ni njadhi Ken ato ni juluki daekhah istimewa kakhene petame ne mekembang agame ni daekhah aceh,,History
5309,pahi ngat gedi e y nna di dunia e waktu daling e khutung ye jeme xedi yang tidak bisa,,Instructions
5310,Pagar ne rapet made terperi Ni luar pagar kude berlari Datas ne pagar bandingen larang Sangat tazem ne besi ni tanem,,History
5311,bermanfaat me jeme si tekhem edi mesiku khakhapken,bermanfaat untuk orang ramai itu yang saya harapkan ,Story/narrative
5312,kakhne mebelinken masalah si cut jadi mebelin,,Story/narrative
5313,"kakhene mende pemandangen ne, mebelin lawe ne, ijo kas ne, tenang hawe ne",,Story/narrative
5314,"hal si polu nisiapken saat sikel pensiun salah satu ne tabungen untuk Mase tue,sebab gaji pensiun ee kadang Mak cukup Bante",,Story/narrative
5315,Ulang  biakh kane kite beriman  me metuah kite,,Story/narrative
5316,pahlawan kale,,Story/narrative
5317,"menukhut mu, hal kae kae plin si dapet memecahken negakhe Indonesia kite nde",,Story/narrative
5318,Adinde berkehendak mati bersame Fatik si Tading de jadi percume. Wahe kakanda wajah gemilang mabuk me cinte made kepalang.,,History
5319,"cekhite ken manusie agame bagas budaya mu, yang si mengket atau praktik yang unik",,Culture/Tourism
5320,"aku seorang duta,  atelet,  guru,  palatih ateletik dan aku pemandu wisata ni ketambe gunung leuser",,Story/narrative
5321,lot die ketike aku medalan ni kas jeme ntekhem gat tibe-tibe cepantuk,,Story/narrative
5322,"de let imbangmu Mido kau untuk nyimpan khase si kau khase malet nyaman untuk ni simpan, kae si kau lakuken?",,Story/narrative
5323,"tong sehat khang tue ku,dan keluarga ge ku pe kekhine sehat",,Story/narrative
5324,cakhe laki ku manjeken aku Mahan aku senakhen mekhesen ni cintai oleh iye,,Story/narrative
5325,Mak kutoh da tanyak me president ulng tanyak bangku nak wkwkwkkw,,History
5326,dengan cakhe berdagang memperdayaken Indonesia nde,,History
5327,yaedi akan mengalami pekhubahen dekhatis dalam pekhekonomien masyakhakat,,Story/narrative
5328,malet sen te buah akhi malet me baju khaye,,Story/narrative
5329,prediket khene dapet membuet aceh punye hak otonomi,,Story/narrative
5330,cakhe ku menyelesaiken masalah khut cakhe mencekhok khut kepala Bogoh,,Instructions
5331,bahagie metohise khut pengalanen kite selame ne,,Story/narrative
5332,"sebhab jeme si sekitakh kite pe lukah ndk kite Tate teroris Kane lebhe,Edi Mahan SE selain kuat teroris nde mbue nyamakh kane",,Story/narrative
5333,kune kau meggambakh Ken pengalamen mu mengguneken aplikasi Ende,,Story/narrative
5334,gembikhe,,Story/narrative
5335,Cerite ende hambe henti ken pang lime khaibar pule sebut ken khaibar mendalan sangat lah dekah selukhuh laskar bersusah payah.,,History
5336,malet pernah ku kunjungi,,Instructions
5337,ee mbue mangan khut mbue imbang pepelin lajang ulah mbue gat mekhimbang,,Instructions
5338,Agame lain nale ie turuti perintah allah made ni taati patung gereje ie diri ken sengkire dapet ie hukum ken.,,History
5339,malet kae v nae mantap go aman go Edi malet nae perlu,,Story/narrative
5340,"rasene bahagie ate ku, ngidah kalak khami",,Story/narrative
5341,honde kakhene nuko honde Edi pakek sen sade,,Story/narrative
5342,mecekhok khut sesame bahasa ee pul Edi ajakhi kalak si ndak ukhok ee,,Culture/Tourism
5343,kae si kite mpung edi si kite syukuri,,Instructions
5344,yaedi kisah hidup maso lampau ni dape die Kalak ngeluh pantang menyekhah,,History
5345,nabuh atau salah kas salah kite takhok mlt kite inget,,Instructions
5346,tekeh die pagi gedi aku bajan kune ken iye amin kas ku mebeku te ken ousaj veje,,Instructions
5347,dan di dampingi seorang pemegang uang juru bayar,,Culture/Tourism
5348,Bagas Masalah masyarakat paling khawatir aku Edi me pas adat ngembakh biakh aku kebobolen  te khut narkoba,,Story/narrative
5349,mlet khami su bahan ne mlet pet su aku Hadi bue su angkat telukh jeme ne,,Story/narrative
5350,buet kase medem papagi bosin kan kas membem pul edi gat sapu khumah,,Culture/Tourism
5351,cekhiteken pengalamen mu makek aplikasinde,,Story/narrative
5352,kae plin si dapet galihken pokus mu pas kau sedang kae pe kite bahan toh nae nde capet mate ku,,Story/narrative
5353,bentu daun tradisional ni kas ku edi daun lokal amin bage ni sembukh pangan pinang,,Culture/Tourism
5354,hp android Honda Vario CBS ISS Khumah ande sikel ku tak bisa kirim luar suruh mamak buka dikit,,Story/narrative
5355,pepelen membahan ulah p bg payah suku kap dee,,Story/narrative
5356,buesu kidah masalah go ni negakhe  de pe toh nae intine sendah kite ikuti si lukhus plin si salah kite tadingken ulang mudah kite kene pancing gat mahan gelukhte emosi dan malot megune intine semangat plin,sudah banyak sekali masalah yang sudah di negara ini nggak tau lagi intinya sekarang kita ikuti yang luruysaja yang salah kita tinggalkan jangan mudah kita terpancing membuat kita emosi dan tidak ada gunanya semangat saja,Story/narrative
5357,"tetap pakek budaye dhi bagas kehidupen, kenalken bhe anak mudhe kane dak bhene",,Culture/Tourism
5358,Sepuluh tahun lebih kurang ne,,History
5359,malet lot hal kae v si malet ni lakuken kekhi ne v hakhus lakuken,,Story/narrative
5360,Akalne gedang madewayangen. Khante khut sauh kanetambahen. Ken pejerat Muhammad ali hanafiah sengkire dak mate gotading payah,,History
5361,tokoh adat dan pemuka masarakat,,Culture/Tourism
5362,jika iye imbang dekat ku pekhcaye aku khut iye pasti te malot imbang ku Ndak pekhcaye aku,,Story/narrative
5363,kune me ningku bahan cinta ku Enda cinta ku Enda ku bahani,,Instructions
5364,kidah takal anak2 ipene tajom gat kakhatne aku,ku lihat kepala anak2 giginya pun tajam terus giginya aku,Story/narrative
5365,wakhi nde pul balik sekolah akhi khencane ne aku sikol belanje me pajak untuk nyiapken masaken untuk buke puase nahan,,Story/narrative
5366,tantangen geluh ku sendah belajakh di stkip usman sapri,,Story/narrative
5367,malet ku toh lah sebab aku nakhu malet pekhnah ukhusen edi,,Story/narrative
5368,kae pelin tejadi ketike due puluh tahun kemudien,,Story/narrative
5369,cukuppp cuman kas mebahan ndak wayang sekhik ne sukhuh ne sekolah tinggi tapi kae nol amin bahanen malet,,Story/narrative
5370,kehidupan silam ku menukhut ku sangat bahagie kahene aku ni sayang khut amek uwan ku,,History
5371,dengan cakhe tukokh lebe makanenne bakhu atukh jadwal mangan ne kase sehat ye,,Instructions
5372,atukh jadwal sebelum bahanni bahannen kekhine kase sempat bahanni,,Instructions
5373,Kalak bacakh ni kelas petame kakhne faktokh ketukhenen kedue khajin iye belajakh khut mesungguh-sungguh,,Story/narrative
5374,"gambakhken ilkim bidaye, sosial ayau politik dakhi satu pekhiode watu aku kukhang paham deckk",,History
5375,Mengket telage api yang dalam mate me sultan mahkote alam muhamad ali hanafiah lalu bicakhe bende to kite ngato penjakhe,,History
5376,care melestarikan budaye edi me kite jage,,Culture/Tourism
5377,dehondae ande da hayak keras keras suware ne te bah kalak narik balok ande,,History
5378,melakhang aku mekhamah khu kau malet side setuju,,Story/narrative
5379,Sebelah tangan aku habisi ni tengah medan ku tantang keri enggo takabur sultan paduke tebe ken allah enggo durhake,,History
5380,yaedi mecekhite i jeme-jeme si lewat ni depan kami,,Story/narrative
5381,"cakhe ne siapken dikhi khut bakhang bakhang si pekhlu ne, pul edi siapken kendaraan khut sen gelemen selame ni pedalanen",,Instructions
5382,hal kae plin biase ne kamu bayang ken ni saat kamu jeneng jeneng,,Story/narrative
5383,Alhamdulillah sehat plim semoge keluarga ku bahagie plim,,Story/narrative
5384,"bue si kulakuken, ngopi khut imbang,  lajang,  gakham khajeki",,Story/narrative
5385,"catet kae si perlu untuk ni tukokh, kane jelas laus ne sen, ulang belanje si ndap penting",,Instructions
5386,ngidah iye cikhem toe gat dang khut khut,,Story/narrative
5387,Selamat tading kendin keri ne lebih dan kurang maaf ken pule terus mengambil pedang zulpaqar sokhte bendere ope terus ni kibar.,,History
5388,"kejiadien paling memeleken Bagas geluh ku salah satu ne Jember ni depan jeme tekhem,lupe bukai helm ni saat aku NGO tukhun Honda akhi",,Story/narrative
5389,Kisah yang lain nale sebut ken meperang belin nole kehadepen sangat mashur amat ke kayaenne alat meperang cukup segale ne.,,History
5390,sangat gembikha su kakhene malet sie-sie,,Story/narrative
5391,kenangen si bahan aku bahagie  ialah didape aku mandapatken pengkahgeen ni depan okhang tue ku sehingge okhang tue ku tangis ngidah kesuksesen kuu,,Story/narrative
5392,"mentut dhang Kalak mangan,khut mecekhok ndohokh su khut igung te",,Story/narrative
5393,ketekhe cakhe kenin gembang ken kas kenin mebahan,,Story/narrative
5394,tentang keluarga khut imbang imbang ku sikusayangi,,Story/narrative
5395,"persahabatan menukhutku hal paling penting Bagas geluh nde,sebab te kite geluh malet mekhimbang atau malet me sahabat otomatis kite akan mekhase jenuh,Ndak wayang jenuh ne malet imbang metukah pikekhen pe",,Story/narrative
5396,thkadisi keluarkhe ku te mangan malet nemu mangan sesade let imbang khut amek awok nggek bibik ninik tule te mecekhok tuso sopan malet nemu mengas memgas,,Culture/Tourism
5397,"Kekhine khut kegembikhen, namun malet bagi pengulu mude",,Story/narrative
5398,"rajin belajakh, ge ken cekhok khang tue berdoe tebeken allah",,Story/narrative
5399,mu kae gun3 ne Kao bumi buni pagi nge tekhungkap ngedi mungkin,,Story/narrative
5400,"sahabat,e pas kite mesui ate iye Nemu khibukh kite, pas kite malet me sen iye lot bantu se edi sahabat edi imbang gelakh ne",,Story/narrative
5401,pertemuen ku khut ye malot nda nie khancane Ken jumpe Ken Kane jodoh kadang nu  mekesan emang tapi mlot can Kane kukap kune gat jumpe nie pajak pagi tekheme mekesan ne Amek- Amek  amin hayak v malot Khami,,Story/narrative
5402,Engkao diri ken khaje yang sakti semoge di berkahi tuhan rabbani ualng me pagi kendin lu pe ken zenal abiding jadhi pimpinen,,History
5403,cekhite ken kune gat nemu belande menjajahi Indonesia di ye,,History
5404,kae nelem aku pe dhi kau pe gei aku malet da kune ken gedi masen be kan gedi aku made da kau pe h,,Story/narrative
5405,akhti sahabat bangku ialah imbang se mampu khut pot nekhime segale kekukhangen khut kelebihen ku tanpa memandang status sosial khut lain ne,,Story/narrative
5406,Wahe kanda ku cahaye ni mate lemah segale ne sendi anggote enggolah nasib pido nen badan tersurat ni hadi untung bahagien,,History
5407,cekhite ken mengenai makanen tradisional ni daekhah mu,,Culture/Tourism
5408,begedi me konon kate kabar ne,,History
5409,nabi yulah suleman me mahanise,,History
5410,maley nae sanggup untuk apa yang di dalamnya terdapat pada sejakhah pada,,Instructions
5411,"ingeten si mahan aku sedih, tekhinget mase ndubhe nggeluh ni kute kalak malot bhekas ngadhu ise pe",,Story/narrative
5412,"pendapetku mengenai LGBT atau PE homo: mebue hal si malet ku setujui alasen Kalak gat Nemu melakukan LGBT akan tetapi kite sebage rakyat si geluh ni negakhe demokrasi nde wajakh kalak gdi,sebab kekhi ne jeme lot hak ne untuk memilih",,Story/narrative
5413,cekhite ken hal apa saja si kamu lakuken si  malet kamu sesali,,Story/narrative
5414,"sehat, bahagie me pokok ne, tetap bersyukur",,Story/narrative
5415,malet kutoh malet edi tanyak lah ne kalak si ukhok ne oasti iye oe ukhok ngat di naxak edi hsg,,Culture/Tourism
5416,juakhe petanding mangan balap khut magan gekhe,,Story/narrative
5417,ulng gat alas kae v nak ulang Ken begedi begende v Mak kongin,,Story/narrative
5418,wisata si paling menakhik si penah ku kunjungi yaitu me Banda Aceh kakhne aku jakhang laus bedih adih aku Nemu ngidah laut sedangken ni kute ku malet laut Kade pe,,Culture/Tourism
5419,menjijiken edi malot pas ni masyakhakat malot mende,,Story/narrative
5420,babe be bengkel ban sebut bane kae si khusak ni honda e,,Instructions
5421,budaye si paling ndak membanggeken adalah ndak mengikuti pekhatukhen si lot,,Culture/Tourism
5422,kakhene cakhe pengucaprn ne nampang lucu si bahan kite tawe,,Story/narrative
5423,Mencampur kuning biru dan sirah made lah lot bagas daerang aku menaruh made lah ade sangat lah gundag ni bagas dade.,,History
5424,"petame, khidi, pul edi siap-siap mebedak pul edi pido sen me makie siapken honda ngo aus",,Culture/Tourism
5425,harimau kakhene hakhimo ee megedang seliwen ne taboh untuk cakhakhi jeme,,Story/narrative
5426,mebue su penangko khut pinang leyet nenge v pepelin nyabu ulah ne,,Culture/Tourism
5427,cube b konsisiski sungkun anak kite mu aku Made ngelak Bagas kao,,Story/narrative
5428,mebiakh aku karne mange cukup amal ku karne malet sembayang,,Story/narrative
5429,harus urok gatur care mebahan ne kane mu Kite siap ken,,Instructions
5430,Lotne muhamad ali hanafiah peteime susun made dhe goyah ni bukeken segere sekalian peti barang pakenen demikian lagi,,History
5431,Khusang  gat belagar  khang alas ne gat kane narkoba  die hancur gat,,Story/narrative
5432,malot kidahda khang tueku dewasa kekhine edi si kutohne,,Story/narrative
5433,Nyaman untuk mebahan bersih manekhik bertingkat-tingkat dalan lain sebagai neee,,Story/narrative
5434,ni perhatiken ni sayangi ni masikhi edi si kukhasen dan mahan aku mekase nicintai,,Story/narrative
5435,ulang inget si bahan kite jadi sedih pikekhken pelin senang ne,,Story/narrative
5436,"sikhami iye job pagi,khe iye pupuk due minggu sekali",,Instructions
5437,Nasib mu knade enggo begitu tading me aku yatim piatu menge ken ratap khaje bangsawan keri ne kalak mekhate rawan,,History
5438,malot dohoh su aku khut side te aku jeme ne mlot pos su mecrok kadang kadang amin v mecrok,,Story/narrative
5439,te gat edi malet gat mbue kutoh kakhene hampekh-hampek bali soalne da,,Culture/Tourism
5440,menukhut ku kase ulang buntu su otak ne kakhne iye v butuh libukhen,,Story/narrative
5441,"aku suke kalihen bantu kalak tapi dang aku polu de malet ni bantu ne aku, munyang ate ku",,Story/narrative
5442,"kemiskinen, dan untuk senyum mek ku hakhus ku bentuk hidupku nde menjadi lebih baik tule",,Story/narrative
5443,pahi bisa kirim ke dana ku malet nge toh dia yang selalu ingin tahu cara y sayang sekali,,Instructions
5444,kae let mate pelajakhe matekhi si kao get ti,,Story/narrative
5445,ape me kutoh malot penah ku alaim Edi padel ne kenin no he,,Story/narrative
5446,kune menukhut mu pendapet awok mu tentang kau,,Story/narrative
5447,kae kae plin si Kao nesali si bahani Bagas geluh mu?,,Story/narrative
5448,mege ken sholawat mege ken lagu mengeken pidato,,Story/narrative
5449,jumpe khut kedue okhang tueku si nggo Lebe nadingken aku semase aku cut nakhi,,Story/narrative
5450,penah cabut mekhokok lompat pagakh khubat gagoi nakkhu si montok ee mekhamah,,Story/narrative
5451,kakhene hal yang malet sesue sehingge Mahan emosi,,Story/narrative
5452,"pemandangen,pengantin si malet jasa foto ne,te sebhuah akhi Kalak si ndk Tate ne aku ato PE dhang bhagas me aktivitas iye,tapi mekesah kukap si bhahanen ne e ku foto Ken gat",,Story/narrative
5453,"te si paling sedih, khang tue ku payah kap side membahan senakhen",,Story/narrative
5454,mejile baik khamah sopan ncodik malet sombong hobi menolong,,Story/narrative
5455,jelaken gaye  die bagas berpakaian pilihan mu,,Story/narrative
5456,malet mebaju malet me sua malet me khumah,,Story/narrative
5457,tradisi keluakhge ku pake adat uwis ulos khut manortor,,Culture/Tourism
5458,"buwet sampah Aqua si malet pakek , tekhus di gune Ken tule bahani jadi bunge",,Story/narrative
5459,begedi mee cakhe ne si Bagas hp eee malet te cekhite ken,,Instructions
5460,"te semgkikhe ne imbangku sukhuh ne nyimpan khahasie ne, tapi untuk ku sendikhi malet nyaman aku, hal si lakuken adalah ku sebut me imbang ku ee bahwasen ne aku malet nyaman nyimpan khahasie ne eee, dakhi pade ku sebakh ken me kalak kan gedi kodah",,Story/narrative
5461,kae cekhite khut kisah si nemu kau bagiken me kalak lain dang sepuk?,,Story/narrative
5462,cekhite ni kas mebahan nemu menjadi ken aku menjadi kalak lebih pekhcaye dikhi,,Story/narrative
5463,walo v aku ni ande dauh go sendah ni adih Mak tambung kan,,Story/narrative
5464,kune cakhene untuk melestariken adat kite nde,,Culture/Tourism
5465,bahase khut budaye ne si mekhagam khut alam ne mejile,,Culture/Tourism
5466,laus me kas wisata,,Instructions
5467,aku lahekh ni Siantar akhi te nggo mbelin gende Laus me Aceh tenggara nde,,Story/narrative
5468,ketike anak cut perakh kite sip ken ulang perhak nange nak ku amek ereh nahan bombon nahan nu,,Instructions
5469,ketekhe cakhe nangkih ken bekhan badan,,Instructions
5470,Cekhite tentang kalak kale dak wayang mebantu ne ni bagas sejakhah kakhe ne kalak kale jakhang let kalak bacakh,,History
5471,si perlu yang paling utame edi me khut imbang karene imbang setie setiap saat,,Story/narrative
5472,"ni dunie nde da jujukh e palin ni utame ken, sebab de malet kite jujukh malet ingin kalak nemani kite",,Story/narrative
5473,mengkhe mek gelang tangan hasil mebahan,,Story/narrative
5474,kae plin kenangen si mahan dikhimu bahagie,,Story/narrative
5475,"agame, suku dan pemahaman sokhte tujuen geluh",,History
5476,agama ni budaye edi me sangat keras untuk agama,,Culture/Tourism
5477,pake baju sekolah atope kae baju khapi mape sipenting ne pelin bage buku,,Instructions
5478,"inget kekhine kae si ni pekhluken, untuk kegiatan wakhi di, mulai dari keperluen si cut khut belin ne",,Instructions
5479,"misal ne kamu nading ken tibe tibe bongi nde, kae kae plin si menyesal kamu khase ken si mange kamu sampaiken be kalak habis edi kune cakhe ne kamu tong menyimpan se",,Story/narrative
5480,"menukhut mu, kae sebab ne Indonesia ni kate ken sebagai negakhe hukum",,History
5481,budaye paling meharge Piso mesalut bongok bungge sumbu,,Culture/Tourism
5482,hakhus konsentrasi de ngikuti pelajakhen,,Instructions
5483,kakhene bahagie ake si impiken ne terkabul ken,,Story/narrative
5484,kae plin si bahan kau mekhase ni cinte i,,Story/narrative
5485,kubukh mu saat aku jadi lain jadi prndakar ne si Nemu kite gakahami,,Story/narrative
5486,Pakenen dapet enggo ke tahu en sorte bediodari gadis bangsawan jibrail kabang bage Ken panah babe pakenen dari sorge Zannah,,History
5487,Perintah Allah go khoh keri ne hendak me perang saat sendah de melawan kapir fi sabi lillah ketike ne ende ni izin ken Allah,,History
5488,cekhite ken kune pekhan kesehaten khut kedotokhen ni bagas membentuk sejakhah daekhah atau pe nagakhe mu,,History
5489,aku mampelajakh seseatu kakhene de kene tanyak pagi aku nggo khok jawab see,,Story/narrative
5490,cube jelas ken cakhe Indonesia untuk menjadi negakhe yang maju,,Story/narrative
5491,Balik to kendin segere cepat Bage ni cinte bagas ma'rifat Dengen saudaremu telu sekawan Susah ate ne siti bang sawan,,History
5492,laus to kau bedih mak polu pe kau no da akhh,,History
5493,karene lot percaye dikhi buat v lot dukungen,,Story/narrative
5494,"te misal ne kamu ni bagas sebuah film, kune nate mu karakter mu",,Story/narrative
5495,kuliah nde kane bue su tugas ne  pusing takal ku,,Story/narrative
5496,masih Kalak Bante malet mu ni tuko khut kae pe,,Story/narrative
5497,Tat kale mase ni medan perang. Hasan ni racun pule sekarang. Si enggo hilang ni sungkun kene sultan Iraq ni sungkun kene sultan Iraq segere dapet ti se,,History
5498,Anak du kami dapet pakenen ni bagas ka'bah asal ke jadiyen tebe ken kami telu seni ne dhari nenek ku kami terime,,History
5499,cakhe gakhami inspirasi dengan cakhe mencoba sesuatu si mange ku bahani si kedue mbue bace buke kakhne dakhi buku mbue inspirasi si kite dapet,,Story/narrative
5500,Mak kutoh aku sekolah v Mak kutoh tentang Edi kae sklh sklh plim,,History
5501,kakhene kene tinjui kene lajak kiding ku dan kene leloken khang tue ku,,Story/narrative
5502,sangat sangat penting untuk setiap jeme kakhene kejujukhen kunci kesuksesen,,Story/narrative
