,Alas,Indo,Domain
6770,malet jelasnge,,Story/narrative
6771,"khase frustasi se ku alami selame aku geluh mengeceweken khang tue ku,aku malot nemu jadi anak se nemu ne bangga ken ne",,Story/narrative
6772,hp ku adalah nyawe ku aku mlt nemu geluh de mlt me hp,,Story/narrative
6773,galau aku soh seminggu malet pakek mangan mejakhe bahan ne,,Story/narrative
6774,hal kae plin si biase ne kamu lakuken ni akhi pekan atau pe wakhi minggu,,Culture/Tourism
6775,kite taburh benih de ngo belin baru ni suwan,,Culture/Tourism
6776,"cakheku kane megune bhe bhahanenku, tentune te lot bhahanen senakh ku siapken pas waktune",,Instructions
6777,laus me luakh negri khut jeme si paling aku sayngi,,Story/narrative
6778,"aku adalah anak kalak sedekhhane, amek ku mebahan ni khumah kalak, uwan ku mebahan jume, aku kuliah ni usman safri kutacane",,Story/narrative
6779,enggo gemuruh suare ne orang kitike masene ende sekarang dhe enggo begedi titah kekande ulang kao gundah ni bagas dade,,History
6780,"Khut sitok mebace due me bagas lawe si iye pido, Si Layakh meyikhamken lawe edi me selukhuh tihang pekhtame khumah, te ajaib khut nahang ne Si Layakh khut sekalak dikhi mengangkat tihang edi tanpa bantuen kalak lain, khut pekhistiwe edi mebahan kekhine penduduk takjub te mesokhat gembikhe",,Culture/Tourism
6781,kakhene cakhe pengajakhen side si ni ajakh Ken side,,Story/narrative
6782,si pot ne aku da libur khut khamah berduaaen pulak di ni hotel ee kn,,Culture/Tourism
6783,ketekhe cakhemu menangani sebuah kekhitik,,Story/narrative
6784,kakhene kekhitik kite Nemu Buet pelajakhhen Adi akhi khut termotivasi dakhi kekhitiken Kalak e menjadiken kite lebih baik dakhi sebelum ne,,Story/narrative
6785,cakhe ne dengan kite kumpul khut-khut dan kite diskusi ken kae soal si kite bahas,,Story/narrative
6786,tantangen kae si kamu hadapi saat sendah nde,,Story/narrative
6787,belajakh ni sekolah umum untuk mempelajakhi ilmu agama khut ilmu umum,,Story/narrative
6788,"bagas detail mungkin bue,tlong sebut bangku tentang hal,si memiliki dampak pisitip bagas geluh ku",,Story/narrative
6789,bahagia ate ku khut pepelin cikhem aku bahan ne,,Story/narrative
6790,kae nelem siap ken kehet yang akan kau lakukan pisah sambut tahun berapa lama kemudian ia mulai tertarik,,Instructions
6791,cakhe ne dengan bersungguh sungguh kerja keras kane nemu soh khut mencapai tujuan ku se aku idam idam ken,,Instructions
6792,"panangan si paling gat ateku ampe care tasak I se tebung, gula",,Culture/Tourism
6793,tangkap menangkap khaje ter'ale,,History
6794,Kaegat aku endak kandu nanti ken Tenggelam bumi de patik piceng ken Daroh ne luar made berhenti Sitok lah nakhi hampir go mati,,History
6795,sampingken motokhne pul edi buetken alat ne buke pilasi soh me mende,,Culture/Tourism
6796,tentang maselaluku lukaku kelemahenku keluarga ku,,Story/narrative
6797,bekas ni umat hendak ngorje ken,,History
6798,tekhus kembangken tekhus kenin belajar gakhami khalak si jago teknologi e,,Story/narrative
6799,nangat aku metohi kune khase ne jadi gukhu ni sekolah-sekolah,,Story/narrative
6800,kite v me begedi nge kae Kate Kalak nampang kite ikuti nu sinak,,Story/narrative
6801,tebe khaje mu kao sebut ken segere to khoh kami pesanken utusen balik pule sekarang enggolah suke raje yang garang,,History
6802,cakhe ne bersih ken dikhi pul edi ambil whudu' kase suci,,Instructions
6803,"tingkah laku si menyebalkan bangku, meteman khut kalak pebhual, khut jeme ingkakh janji",,Story/narrative
6804,Kisah yang lain kale ni ganti suami sari banun junjung gen diri medem terlene menanti wak tu senang mekhadu ketike itu,,History
6805,sejakhah sipaling penting Bagas manusie adalah pepekhangen belande khut Indonesia,,History
6806,lawak si mejile dan si mantapne si penah kutoh model lawaken si jenis merosting Kalak lain khut lawaken si ni Bagas film ee,,Story/narrative
6807,wahe saudare ku kaisarpilihen,,History
6808,"sangat baik,pembekhsih khajin usahe,dak melawan khang tue,khajin sbahyang",,Story/narrative
6809,jumpe khut doktekh gile celake tutuh layr edime si terburuk pengalaman,,Story/narrative
6810,malet idah cikhem khang tue nae ni dunie nde,,Story/narrative
6811,mecanang adalah sebuah acara biasene ni acara kalak kawin niwaktu mempelai ni takhukhken mekhumah laki,,Instructions
6812,keputusan si ku bahan khut jeme lain Edi me selalu menepati janji si kite bahan,,Story/narrative
6813,Suakhe bulet tentu ade nye,,History
6814,waktu aku dang cut kale kakhene sikel nyebut me aku si ni masalalu untuk kuat Soh tamat menjalanin geluh nde,,
6815,kenin toh manuk jogok Edi aku mekhe Gela ne,,Story/narrative
6816,pengalaman si ku dapet sangat bahagia kakhene ni Bagas aplikasi nde dapet menambah koin si Nemu ni tukakhken sesue kebutuhen,,Story/narrative
6817,saling hargai pendapat khut usaha imbang keje te,,Story/narrative
6818,"si khakhaken nemu aku sikat gigi pul edi nelukh baju bakhu pakai resona guneken parpum guneken miak buk lot banakan si taboh bage kepiting,  siput jukut bekih sayukh yuh tabohne di edi me sikukhakhapken",,Story/narrative
6819,ketike aku menginget aku ni putusken mecinte Tampa sebab kaepe,,Story/narrative
6820,dampak ne Taboh lot v dak Taboh anak anak khusak mate ne,,History
6821,catet ni buku atau ni catatan HP selukhuh khangkeyen kegiaten mulai buet medem soh medem tule,,Instructions
6822,Dengan cakhe mangajak atau bersosialisasi tentang budaye budaye si let ni tanoh alas nde,,Culture/Tourism
6823,si ku akhapken aku tersenyum dan maso mikekhi soal ekonomi keluakhge ku nde,,Story/narrative
6824,kae kae plin hal terpenting ni bagas geluh mu si bahagie kamu khase ken,,Story/narrative
6825,maju lebih baik tule kedepan ne ulang geken cekhok kalak si malet penting,,Story/narrative
6826,belaja ulang dak belja sekolh khajin khaji lah ulang bue ulah,,Instructions
6827,pakati imbang de pot ye luas gat khidi bah baju Poto Poto khut imbang e bah Nakan bedih kase me khut mangan,,Instructions
6828,"kakhenen di ajak keluakhge jadi aku khut, kalo ndak mengas amek ku",,Culture/Tourism
6829,kahene malet sesui di bagas ate edi kane let pehang sabi sabi iye,,Story/narrative
6830,"aku jeme ne lot pengotut ne sitok, cuman de lot imbang ku si malet mbiakh me kae pe, aku pe gat malet aku mbiakh",,Story/narrative
6831,"Tah kade nimu pe,buesu pertanyaen mu,malet kutoh biding,Tah kade Kade nimu pe,,maso me Edi bue pertanyaen mu bangku",,Culture/Tourism
6832,"kakhene nonton drakor, chattan khut khamah ne",,Story/narrative
6833,"'Kebiasaen ni daekhah ende te anakhu laus me deleng me jume atao pe ukhusen bahanen lain ne, nakbekhu biasene mebabe uwis sitok-sitok ne due lembakh uwis, sebuah untuk ni khakut ni awak, te si buah ni pakek untuk uwis",,Culture/Tourism
6834,kelebihen ne bosih kas ne taboh gakham bakhang si nagat gakhami,,Story/narrative
6835,"khajin letihen,pokus untuk tujuen dan akhus niat Bagas ate akhi",,Story/narrative
6836,"de kamu sedang ni pantai, hal- hal kae plin si ko bahanni",,Culture/Tourism
6837,kebiasaen si biase ku lakuken adalah membace ni khumah khut ajakhi ngek belajkh ni khumah,,Story/narrative
6838,hal si kulakuken ketike aku jenuh bosan me pasangen ku hal si ku lakukan salah satu ne dengan cakhe ngajak iye lajang-lajang mangan-mangan nyanyi-nyanyi karokeen khaun-khaun tulah pikekhen,,Story/narrative
6839,aku suke lagu k-pop khut lagu alas khagene taboh ni geken,,Culture/Tourism
6840,"aku senang pelajakhi bahase daekhah lain sebab selain sebage memudahken kite komunikasi,kite Nemu Kane untuk mengkoleksi bahase lain Kase Taboh kite mamahami cekhok Kalak e",,Culture/Tourism
6841,"cekhiteken kune peran seni, sastra, khut bentuk ekspresi lainne Bagas membentuk sejakhah daekhah ato negakhemu?",,History
6842,macam-macam kisah cinte si tekhjadi tebe ken manusie sendah,,Culture/Tourism
6843,mengajarkan peduli lingkungan ni kute atau kas tertentu,,Culture/Tourism
6844,hal si mahan aku mengas mebue kalihenn salah satune aku sedang mangan kala khoh ganggu aku Edi me dak wayang mengas ne aku ndak wayangen mengas ne aku,,Story/narrative
6845,"bahrum, tasak telu, cimpe, godekh yaitu sebuah contoh makanan tradisional atau makanan khas khang alas ni kabupaten aceh tenggara",,History
6846,pengalamen ku ngato wisata terindah e nemu menambah pengalemen gat di nemu ngato pemandangan si mende ne,,Instructions
6847,kas mebahan be tolong b kane ndak jadi tki kalak nk luakh dih,,Story/narrative
6848,tentang ilmu,,Story/narrative
6849,lalu menjawab sultan yangkhani pecah kengat perang ketike ini ulang kao enggi mekhate walang sengkire untung baik ni bereken tuhan,,History
6850,t kogan nahan gt kae si ku jawab nde nahan kogan gt tuhu kepe se,,Story/narrative
6851,matuwaktu bene wakhi pe alam ni ringkas ken pelin cerite najar penuh dan sesak pule di sane lalu berangkat gemuruh sempurne,,History
6852,ise ngate ken se wafat nabite,,History
6853,"Kekhine sikel bene khut sekejap mate te kejayaen si tuan ku miliki sendah khut lahekh ne anak pekhtame tuan ku te si hambu biakhi sikel khoh lah male-male kesuliten menekhpe tandi alas jaye sakti ende, bage musibah banjikh, meyebakhne peyakit te hame-hame senuan sikel khoh megekhogoti tanemen-tanemen pakhe patani kite",,Culture/Tourism
6854,cekhite tentang Mase lalu ku untuk pelajakhen wakhi pudi,,Story/narrative
6855,"budaye ku si paling Ndak ku suke iyelah Ndak senang ngato kalak senang,",,Culture/Tourism
6856,si ku bahan ketike aku sekolah Edi belajar khut begeken cehok guru,,Story/narrative
6857,"ulang kin khe,,ajakhi anak e mejile,,,ajakhken sopan santun,,belajakh,mace,ulang khe kekawakh,malet baik untuk anak tekhe hp",,Story/narrative
6858,"tarien becomesusun, tarien budihe",,Culture/Tourism
6859,kisah adat pemamanen khut kendukhi,,Instructions
6860,khoh berkembang ne Kase taboh Kalak sekolah dak nae payah,,Story/narrative
6861,cakhene nilei kesehakhien kite untuh metoh se,,Story/narrative
6862,te Kate kalk metue buet pepagi Kase khajeki ulang patuk manuk khajeki ee pepagi khidi mangan Kase segar kite kap badan,,Story/narrative
6863,kejujukhen penting kakhene Adi akhi kite Nemu ngidah sifat ato pe kualitas Kalak e tekhe Nemu kite nilai Adi akhi plin,,Story/narrative
6864,bekhsihken siram khut lawe setiap wakhi,bersihkan siram dengan air bersih setiap hari,Instructions
6865,buwe kane tule sanak saudare ne,,History
6866,de buet luhukh da kisat kite kap buet gedi me sengkikhe ne,,Story/narrative
6867,"Memege kabakh bahwe Si Layakh tonge geluh, Pengulu Mude mekhase ngekhi kane mengato bebekhe ne si bage memiliki nawe, 1000 nawe ne iye",,Culture/Tourism
6868,lot pepige hal mahanse budaye tanoh alas nde unik,,History
6869,si dak mu di beli khut sen edi me ate kalak e,,Story/narrative
6870,bue pelajakhen si nemu ku dapetken edi me totonen kesukaenku,,Story/narrative
6871,"kakhene mejile, nemu jadhi contoh geluh",,History
6872,bue si baik ne nemu bahan ne hangat wakhi pul edi gat udan,,Culture/Tourism
6873,"pendapetku tentang suatu hal si malet terduga kadang jeme si nemkhime sesuatu secakhe Ndak terduge ee bahagie iye,mungkin sedih ye,jadi tergantung dakhi pade sesuatu kae si nimaksud ne",,Story/narrative
6874,perbedeen budaye alas khut budaye gayo,,History
6875,ketekhe cakhe kenin medalani pesiapen untuk sembayang,,Instructions
6876,"cube cekhite ken peristiwa bersejakhah atau pe perkembangan si menukhut mu menakhik atau pe penting, dan jelas ken kae sebab ne edi sangat penting",,History
6877,khamah kukap aplikasi nde nemu nambah wawasen,,Story/narrative
6878,lajang me malaysia jumpe khut khang tue go dekah kami dak jumpe,,Culture/Tourism
6879,menukhutmu hal kae plin yang dapet mempersatukan Indonesia kite nde,,History
6880,dinar ni bereken laskar terbilang wakhi go gelap bukan kepalang ni sembah ken tebe sultan khalifah ampun patik hormat melimpah,,History
6881,gegakhe selisih pahem antakhe imbang khut imbang gegakhe mecekhok,,Instructions
6882,Pas pilkada mbue Kalak dapet sen Kase milih iyee jadi,,History
6883,"kakhene iye get ate ngidah se ,iye pe hoby melakhe se",,Story/narrative
6884,masa kecil soh metue khut khang tue adalah sebuah momen tak nilupeken,,Story/narrative
6885,kune ken ne na di k besar yang akan iwywwt yang akan kau waktu yang tepat untuk,,Story/narrative
6886,"aku khut mak'e ku ndak wayang leket ne nggo bage imbang ku bahan, contohne bage bage imbang curhat ku",,Story/narrative
6887,te imabng ku dekah sikel laus kuliah panek aku,,Story/narrative
6888,"hal si paling aku syukuri sendah nde, Nemu tong tandok ni bangku kuliah ,walope khang tue malet nae 2 ne",,Story/narrative
6889,kune cakhe pendapat mu tentang gelukh di mase die,,History
6890,zenab sari banun puleni same ken suwi khut pedih ie tanggung ken wahe enggi ku zainab de siti sorte de dengen pengarang hati,,History
6891,untuk mengembangken hal si ni inginken dalam Indonesia,,History
6892,Lebe imbang pe bage tutuh leye iye Hamin mu turuti de kite malet ingin ne di Kase de jeme gedi malet pot su aku menimbang khut Kalak gedi manek i,,Instructions
6893,buet pagi meluhap langsung mangan gat besukhi tule eeeeee,,Instructions
6894,kalak pe khoh made sebage,,History
6895,malet kade pe ende pe pelin medem amin ulah,,Culture/Tourism
6896,"mengingetken hidup sehat,  ulang setekhes,  gati olahraga,  ulang gati jage bongi edime si kebijaken nemu ni tekhapken pemekhintah untuk meningkatken gelukh sehat","mengingatkan hidup sehat, jangan stres, sering klah raga, jangan sering bergadang, itulah kebijakan yang bisa diterapkan pemerintah untuk meningkatkan hidup sehat",Story/narrative
6897,mbue,,Story/narrative
6898,pekhubahen iklim si mempengakhui global dapet meningkatken gas khumah kace pade lapisen atmosfekh,,Story/narrative
6899,Hasan memandang ketike itu Datas pare sanding made lah satu Hasan buwet ken dengen segere Ni idah ne racun enggo kentare,,History
6900,Mentar khut megare ayuhe tuan Made bandingen ni teruhen awan karene pakenen model de baru jile ne Made dapet ni tiru,,History
6901,menukhutku si ni kateken sebage imbang si tulus adalah imbang si pot khut kite suke khut Duke bagas kae pe keadaen kite,,Story/narrative
6902,malot kidahda khang tueku dewasa kekhine edi si kutohne,,Story/narrative
6903,kae pelin hal si mahan kau mekhami paang selame nde?,,Story/narrative
6904,kune menukhut mu te Kao mate ni wakhi pagi,,Story/narrative
6905,"jumpe khut imbang, dapet sen jajan khut pengalamen",,Story/narrative
6906,khe mangan telu wakhi sekali pul edi khidi ken telu wakhi sekali kane,,Instructions
6907,pengalamen tekhbukhuk ku aadalah nakhik sen me ATM tanpe let saldoo,,Story/narrative
6908,menukhut ku kin dak salah asal saling percaye plin ulang gat pepelin nuduhi,,Story/narrative
6909,kakhene kalak malet sanggup nahan kan se sendikhien jadine iye hakhus mengatrken se walau v edi menyakiti ate kalak,,Story/narrative
6910,kune cakhe terbaik kau mbantu kalak lain,,Story/narrative
6911,Begedi me sengkikhe ne ni dunie nde bue su cubeen si khe Ken,,Instructions
6912,mengaku bumi dusun daraten,,History
6913,setengah ne edi isi negeri,,History
6914,langkeh demi langkeh pekho sesi pekhinakahen bagas budaye te tuso dom pekhsiapen,,Culture/Tourism
6915,tong nemu mengkhase ken geluh sehat malet sakit-sakit,,Story/narrative
6916,"sebab te selah, salah ye nikah ye jadi ne Edi Mahan SE ye mbiakh",,Story/narrative
6917,bahani bahanen kae si lot bage bahani projek khut macamlah kae si lot bahani plin,,Story/narrative
6918,khe ye mangan bersihken kas ne khut badan ne,,Instructions
6919,"maso bhe hubungi iye segijab,khut imbang bhe,Dhe tuhu kin kite cinte bhane pasti kite gakhami iye Ndak kite sup ndak mege sakhe ne,tapi Dhe malet nae sangket bhagas ate te bekhati malet kin bhane nae tujuen te, gakham gat gancih ne,maso sikse pikekhen khut si madhe madhe",,Story/narrative
6920,bage gende me cekhite ne ee ulang gt Kao kae v nak hhah,,Instructions
6921,"hal si ku sukai ni Indonesia sebab Indonesia pulau mejile, mebue hasil pertanian khut mpus ne pe,jeme ne mejile-mejile,negakhe ne pe daulat walaupe me bede tapi tetap besatu",,Culture/Tourism
6922,lot mebahan iye masih bangku khut khang tue ku pe masih iye,,Story/narrative
6923,del go lot senku khayak pot gat ku pilih khumah si mantapne,,Instructions
6924,"Kite kane kekhohen bangse kuling mentakh si sikel menjajah negkhi kite, te kelak khaje sikel nibunuh ne kane",,Culture/Tourism
6925,perang ne belin ter lalu amat buwe lah mate segale umat,,History
6926,menekhutku kalak di baik baik plin sendah kakhene imbang imbang ku lekhine go mekhumah tangge kekhine,,Story/narrative
6927,"membangge Ken kedue okhang tue,supaye dapet membangge Ken okhang tue",,Story/narrative
6928,"khajin khas pupuk, sikhami, kase mende buahne, khayak hasilne",,Instructions
6929,"akhus dengan niat ate akhi,dan akhus pokus Bagas ate khut pikekhen",,Instructions
6930,"nilengi aman khut dak ne,nilengi stuasi si mejile",,Story/narrative
6931,mekhese lebih pecaye dikhi khut melawan kekhi si ni biakhi,,Story/narrative
6932,menurut ku hal si Ndak Nemu ni tukhokh khut sen iyelah kebahagieen sebab kebahagieen Ndak Nemu ni tukhokh khut sen,,Story/narrative
6933,sejakhah kehidupen ku sangat khumit ketike sekolah die nangat kalihen mendapetken juakhe sehingge hal kaepe pot ni lakukan,,Story/narrative
6934,pasti ne mekhayak malet te sebut ken buah-buah saking ken khayak ne,,Story/narrative
6935,hubungen khut pasangen kakhene imbang muncul ketike lot butuhne sedangken pasangen senakhen lot untuk kite,,Story/narrative
6936,ketekhe cakhe mekhawat anak anak,,Instructions
6937,cakhe kae si go kau lewati untuk si kau butuhken e,,Story/narrative
6938,ngelamakh me bahan ni PT. dapet nandai jeme-jeme si malet kite tandai menjadi si kite tandai,,Instructions
6939,made ise pe si nulung bantu,,History
6940,motivasi ku bagas mebahan e tekun Bagas mebahan usaheken jujukh ulang hobi ngakali,,Story/narrative
6941,berputih tulang made sebage kae gune ne dunie deni pake nading ken neferi kute madinah ate khut jantung bage ni panah,,History
6942,Kakhenne Edi me ku jawab begende Mak kidah mengket ni otak ku jawab ne,,Instructions
6943,"melakhe kucing nde misalnya, khe mangan ne, khidiken seminggu due kali",,Culture/Tourism
6944,payah kidah gakhami bahanepe mayang kidah payahne edime pengalamenku wakhi nde,,Story/narrative
6945,khencaneku mengenai hubungen ku khut pasangen ku salah satu ne komitmen untuk mekhumah tangge,,Story/narrative
6946,tingkat ken khase pevyae dikhi khut kejujukhen,,Story/narrative
6947,menangani kalak dang musibah kemesengen,,Culture/Tourism
6948,"kukhangne jeme si jujukh dalam menjabat, kukhang santun Bagas melajani masyarakat",,Story/narrative
6949,laus khut imbang pelin dapah pot kami laus soh bongi,,Culture/Tourism
6950,kae alasen mu gat malet get ate mu minum kopi atau pe kae alasen mu gat nemu get ate mu minum kopi,,Story/narrative
6951,sebenalh ne malet NU ku cekhite Ken aku nde sebage seokhang anak,,Story/narrative
6952,ikuti aku dape v aku laid jage aku gakhami janda pirang untuk ku,,Story/narrative
6953,aku tekhe aku bahan di nu si kecil tu kak Seto Mulyadi mengatakan pihaknya akan melakukan penelitian di bidang ekonomi dan bisnis universitas negeri Malang di,,Story/narrative
6954,sebage ajakhen untuk umat muslim menjadi insan lebih mende tule baik pekhbbueten iman khut ibadah ne,,History
6955,"sahabat,e pas kite mesui ate iye Nemu khibukh kite, pas kite malet me sen iye lot bantu se edi sahabat edi imbang gelakh ne",,Story/narrative
6956,segere ni bales mah kote ratu,,History
6957,cekhite ken tentang penghargaen atau pe pencapaien si pekhah kamu pekholeh,,Story/narrative
6958,Ni penggal oleh anjing celake fatimah pangsan dengen seketike tambah ne tule wahe fatimah siti supaye enggi ku nemu mengorti,,History
6959,"pagi ale kite ati nae nine koye yang si kite inginken si kenyataan ne,e",,Instructions
6960,te let diskon ato pe peromo mukha khegine mekhuntung kiteh nukokh se,,Story/narrative
6961,niat si tulus dapet membahagiaken kedue khang tue ku,,Story/narrative
6962,"cukup mikhis, kakhene mange adil dan aku makutoh fungsi dpr",,History
6963,yaedi pengalamen ketike dapet khamah tetapi njalani hubungen seminggu amin,,Story/narrative
6964,menurut q iklim ni Indonesia Edi me 2 iklim tropis khut sub tropis,,History
6965,kahene anak-anak malet nge ngerti kae v de film kartun e khami Kap ne gambakh ne e Edi Mahan Se gat get atene,,Story/narrative
6966,kane let si bahan was ate masalah keluarge atau pe lain lain,,Story/narrative
6967,gakhami bahanen habis edi nabung sitok sitok,,Story/narrative
6968,pesan memalui travilokal de jinto pesawat de kereta api melalui online kane,,Instructions
6969,si petame kite mendapetken dose si kedue malet gune ne kakhne Edi mekhugi Ken kite sesame makhluk tuhan,,Story/narrative
6970,malet tandingenne nange makanan kae pe sangkin tabohne,,Culture/Tourism
6971,yaedi dengan cakhe saling membantu sesame tentangge bekhmasakhakat,,Instructions
6972,"gembikhe lah, bekhakti anggap ne kite sebage imbang ne",,Story/narrative
6973,aku mekhase tertantang untuk mempelajari sesuatu hal si bakhu,,Culture/Tourism
6974,tips ku ketika ni kute cane hayak wisata ni kamar,,Culture/Tourism
6975,Siapken dikhi siapken materi pidato siskel ni tampilken,siapkan diri siapkan materi pidato yang mau di tampilkan ,Instructions
6976,wayuhe insan wajah nurani lepas lah pandang pule di sini jikalo khoh bulan mu haram arwah husin seakan datang,,History
6977,ni ketambe kas ne dak wanyang taboh ne pul di gat gotak silayakh kas ne taboh nihadi kisah ne v bue,,History
6978,terkurung ni deleng tanoh daraten,,History
6979,jika kite nemu mahani acakhe tifi bage kae jadineedi,,Story/narrative
6980,enggo ni atur dengen kebetulen sorte ne dengen handai dan tolan berjumpe angkaten kedune pihakne bangkit gembire rase atene,,History
6981,kebijaken pemekhintah dan sistem politik pade sejakhah daekhah di aku kuknag paham daa,,History
6982,Dengan cakhe  menambah saldo kase khoh bie ne kalak main aplikasi ndee,,Story/narrative
6983,"si kulakuken ketike aku mengas, ku tenang ken be pikekhen ku kane ulang nae pelin mengas- mengas",,Story/narrative
6984,cekhite ken kune kalak sejakhah diye gat nemu get ate ne dan kae sebab ne kalak di tertarik khut sejakhah te,,History
6985,bue kalak mengobah setelan tsunami e mulai darkhi tempat wisata ne,,History
6986,agame ni Aceh tenggakhe tentu ne suku alas kekhine mayoritas Islam agame ne malet pake praktik Kade pe,,Culture/Tourism
6987,"dampak ne bue hal hal negatif mengket ke kampung, bue Kane hal hal positif mengket ke kampung kane",,History
6988,kenangen paling get ate ku waktu cut melelo ni jume,,Story/narrative
6989,kane go jenuh,,Culture/Tourism
6990,karene ie selinguh dan malet pecaya isterine tule,,Story/narrative
6991,cekhite ken tentang kune tradisi keluakhge mu ni bagas bulan puase nde,,Culture/Tourism
6992,kareng ne kapir petep ni rancung,,History
6993,"khut imbangku,megukho malet nemu citok pe gat Tawe t ngo gabung kami kekhi ne",,Story/narrative
6994,"ngato situasi si khut tujuen si sikel ni bahani,sengkikhe ne malet mejile ato PE malet khembang cakhe teman mahani SE make ku akhihken kune cakhe si kutoh ne demi mejile ne hasil kerjasama nde",,Story/narrative
6995,cakhe melihara hewan biase be khe magen telur kali sewakhi khut besihken hewan ne e,,Instructions
6996,Soh kane janji perintah Allah,,History
6997,kakhene malet taboh citok amin mlt buwe v Mahan melohe tule,,Story/narrative
6998,yaedi dengan cakhe ngakhami si ni ingin Ken kakhene menemukan hal si ni inginken sangat penting,,Instructions
6999,maket peran ne aku amin pemeran utama ne te dak caye sungkun bangku kae,,History
7000,mebue adat ne bujang khut belagha khut senakhren de lo masalah Kalak kawin kompak de adat senakhren ni laksanaken mlot penah ni tading Ken bage Mahan bubukh nasuha e kendukhri rak rak e Edi Mahan se get ate ku me kute ku kompak senakhren,,Culture/Tourism
7001,mehkupaken kejadian belin ni aceh,,History
7002,takal de husin ni babe ne pule ni sambah ke kane tebe rajene maha raje yazid menjawab peri mengket be peti laskar negeri,,History
7003,hal ni dape aku mallet kene hakhgai dan ni pekhmalu ken ni khayak jeme,,Story/narrative
7004,soh ke kae plin bagien adat Kao si paling malet Kao banggeken,,Culture/Tourism
7005,Tebe ke kanda cube kabari gegente mesare Made Terperi mege gegente gegap gahang cube kabar Ken dengen segere,,History
7006,laus bedih pul Edi ato keadaen klk di me gho Soh v laus bedih,,Culture/Tourism
7007,buwe lah mate laskar johari,,History
7008,si paling kukhawatikhken adalah masyakhakat kukhang kompak,,Story/narrative
7009,tentang kesuksesan khut cinte Mase depan tanggung jawab,,Story/narrative
7010,katike mengeken caramah ni mesjid ni hadi iye caramah tantang kedua khang tue,,Story/narrative
7011,belajakh cakhe kune menyelesaiken masalah ulang pakek cakhe khibut,,History
7012,"bahagie kakhene khut kluarge, amek, apak, awok, imbang",,Culture/Tourism
7013,memotokh siap di laus bedih melohe tuke ku pe,,Culture/Tourism
7014,jalani ngeluh nde si baik baik ne si pantas  ne kite bahani,,Instructions
7015,ni guhe batu enggo terjatuh,,History
7016,Saidina abu bakar enggo wafat ne,,History
7017,nakhu kite jumpe Ende ku tahu Ken lagu si die ku janjikan bamu,,Culture/Tourism
7018,uwe yeh geei yeh bekhu ku tak bisa lagi apa dek kapal,,Instructions
7019,malet pas nae,,Story/narrative
7020,"milasi khumah amin,masih pikhing malet gat kelok su pe payah ne kekhuduk lebhe",,Story/narrative
7021,karaktekh ne si baik malet Putut mudah bekhbagi,,Story/narrative
7022,saling menghargai pendapat Kalak khut hilangken politik nde,,History
7023,mlt let pantai ni kas ku lawe manun amin let,,Instructions
7024,pakenen kami bage biase pade umum ne tapi pakenen adat kami gelakh ne baju mesikhat,,Culture/Tourism
7025,penah ngeluh ni keluarga sedekhana dan bahagie soh sendah khakhene tong khut kedue khang tue,,Story/narrative
7026,te mate aku pagi bue kalak khoh khumah ku,,Story/narrative
7027,"salah satu efek ne iyelah Bagas perekonomien negare nde khut ngo memyekhbakh seluruh dunie nde bage misalne asie, Eropa barat, Amerika, Afrika Edi penyebab ne sepenggaruh Edi perang dingin di dunie nde",,Story/narrative
7028,ni ketambe kakhene ni hadi mebue newan atau si mak penan kite idah si paling gati khok kalak bakhat,,History
7029,cakhe melupeken kesedihen yaitu gakhami hal-hal atau bahanen si Nemu Mahan kite sibuk sehingge mampu mahan kite melupen masalah te,,Instructions
7030,"tekhus ngajakhi iye kane let tetap pekhubahen bhane, khajin ngajakhi se",,Story/narrative
7031,jadi khalak soleh jadi khalak bayak begune me khalak si tekhe ulang jahat ulang jadi jemen laknat khut jeme si pepelin kumat nangat buah aku umrohken khabg tueku kane nemu laus me tanoh suci mekah al mukaramah,jadi orang yang sholeh jadi orang yang banyak berguna kepada orang yang tua jangan jahat jangan jadi orang yang lagi nanti setelah itu menjadi orang yang selalu kuman selalu ingin buah aku lupakan kedua orang tuaku supaya bisa pergi ke tanah,Story/narrative
7032,khayak si menganjal bagas pikekhenku contohne bue khalak dak sehat,,Story/narrative
7033,luakh biase tanggung jawab ne me keluakhge ne,,Story/narrative
7034,ulang ni simpan semacam orang burak pe kabang tebe kenawang kabang me burak bedarus salam hambe ringkas cerite nazam,,History
7035,"kakhene ie dak wayang baik ne,cakhe ie mengajakh kami",,Story/narrative
7036,sebelah tangan aku habisi,,History
7037,naget ate ku jadi Kalak sukses kune Kase mu ku bahagie Ken khang tue ku,,Story/narrative
7038,kene kae kalak mengataken hal si bahan bahagie,,Story/narrative
7039,ku babe ni Adi me bekas kite jumpe 2 alak eee khuy khut kite adi,,Story/narrative
7040,kae pelin kekukhangen ketike belanje ke pajak,,Story/narrative
7041,Atur be waktu ne kane ulang telambat me tujuan,,Culture/Tourism
7042,kakhene dengan bahasa kite Nemu berhubungen khut berkomunikasi sesame kite tanpa memikekhken pekhbedeen latakh belakang sosial khut budaya sebuah khut lain ne,,Culture/Tourism
7043,kukhang toh tapi gayese malet mungkin kakhene sulit kalak luakh memahami bahasa teh,,Culture/Tourism
7044,si malet Nemu ni jadi Ken tetawanen Edi pas megukho khut kalak metue,,Story/narrative
7045,kune kao biase ne khawat kendaraan mu kade tetap terawat khut berfungsi dengan baik,,Instructions
7046,jakhang Lot bakhang si sedang tren saat nde,,Story/narrative
